업종명,업소명,소재지,소재지전화
일반음식점,먹거리장터,부산광역시 금정구 부곡동 391-31,051-502-0093
일반음식점,구서옛날삼겹살,부산광역시 금정구 구서동 413-11,
일반음식점,유가네닭갈비,부산광역시 금정구 장전동 418-12,051-518-9900
일반음식점,카페 비바체,부산광역시 금정구 구서동 1021-7,
일반음식점,퓨전,부산광역시 금정구 장전동 614-12,
일반음식점,행복하면,부산광역시 금정구 장전동 180-2,051-513-3961
일반음식점,그레이,부산광역시 금정구 장전동 389-33,
일반음식점,아구찜하원정,부산광역시 금정구 서동 212-3,051-528-0012
일반음식점,하와이 새우트럭,부산광역시 금정구 장전동 414-23,051-516-1110
일반음식점,성화루 싸래향 황궁쟁반짜장,부산광역시 금정구 장전동 423-22,
일반음식점,혜화동돈까스극장 구서점(금샘물회),부산광역시 금정구 구서동 1026-7,
일반음식점,도다리,부산광역시 금정구 구서동 258-20,051-528-0077
일반음식점,대봉회초장,부산광역시 금정구 구서동 463-8,
일반음식점,도야지면옥 한담주,부산광역시 금정구 장전동 643-289,
일반음식점,썬더치킨 부산대점,부산광역시 금정구 장전동 416-28,051-513-1005
일반음식점,길목집,부산광역시 금정구 금성동 241-1,
일반음식점,로맨스,부산광역시 금정구 장전동 420-5,
일반음식점,제이엔제이 푸드카페(JnJ 푸드카페),부산광역시 금정구 부곡동 225-36,
일반음식점,락앤웍,부산광역시 금정구 부곡동 225-58,051-554-8000
일반음식점,켄로쿠우동부산대점,부산광역시 금정구 장전동 421-1,
일반음식점,후쿠마루,부산광역시 금정구 장전동 155-17 장성시장 12호,
일반음식점,은아푸드,부산광역시 금정구 서동 520-230,
일반음식점,한입에호로록,부산광역시 금정구 남산동 93-1,
일반음식점,바니바니,부산광역시 금정구 부곡동 324-11,
일반음식점,싸움의고수부산대점,부산광역시 금정구 장전동 420-50,
일반음식점,"충무김밥,돈스락",부산광역시 금정구 청룡동 44-11,
일반음식점,금빛코다리 어울림,부산광역시 금정구 남산동 103-6,
일반음식점,안동뽈찜,부산광역시 금정구 서동 314-115,070-8020-6474
일반음식점,서브웨이부산대역점,부산광역시 금정구 장전동 293-128,
일반음식점,땡초김밥 장전점,부산광역시 금정구 장전동 157-9,
일반음식점,B.S푸드,부산광역시 금정구 부곡동 296-72,
일반음식점,신진떡볶이구서점,부산광역시 금정구 구서동 735-29,
일반음식점,카페부곡,부산광역시 금정구 부곡동 285-8,
일반음식점,메종드아올스,부산광역시 금정구 장전동 389-7,
일반음식점,류길상 피자,부산광역시 금정구 구서동 258-12,
일반음식점,고요남 부산대점,부산광역시 금정구 장전동 413-11,
일반음식점,맛있게찜,부산광역시 금정구 장전동 420-39,051-929-6844
일반음식점,스포원분식,부산광역시 금정구 두구동 1641 금정체육공원,
일반음식점,해강푸드,부산광역시 금정구 구서동 445-9,051-513-0885
일반음식점,몰랭이갈비,부산광역시 금정구 서동 172-2,051-552-8095
일반음식점,엄마손,부산광역시 금정구 장전동 518-2,
일반음식점,다복국수,부산광역시 금정구 부곡동 224-71,
일반음식점,연산골장수촌24시,부산광역시 금정구 부곡동 234-4,
일반음식점,더봄남도집,부산광역시 금정구 남산동 93-1,
일반음식점,연화리,부산광역시 금정구 장전동 643-110,
일반음식점,낙지볶음안경희개미집금정직영점,부산광역시 금정구 구서동 467-7,
일반음식점,영심이포차,부산광역시 금정구 서동 542-78,051-524-3273
일반음식점,굽네치킨,부산광역시 금정구 부곡동 221-28,051-512-9929
일반음식점,와와횟집,부산광역시 금정구 남산동 99-48,051-581-8592
일반음식점,쿡159,부산광역시 금정구 두구동 1641 금정체육공원,
일반음식점,에스엠푸드(SM푸드),부산광역시 금정구 부곡동 261-22,
일반음식점,일미코다리아찌,부산광역시 금정구 부곡동 63-20,051-513-2733
일반음식점,폴라리스,부산광역시 금정구 장전동 360-13,
일반음식점,만석꾼민물장어,부산광역시 금정구 부곡동 266-6,
일반음식점,카페머지,부산광역시 금정구 장전동 389-4 1동,
일반음식점,자미당 온천점,부산광역시 금정구 장전동 617-18,
일반음식점,비노하우스 더포레스트,부산광역시 금정구 서동 502-26,
일반음식점,또리푸드,부산광역시 금정구 장전동 389-29,
일반음식점,텐동 롯코,부산광역시 금정구 장전동 423-36 WAFF빌딩,
일반음식점,마라텐샤,부산광역시 금정구 장전동 423-36,
일반음식점,아이-바,부산광역시 금정구 부곡동 225-66,
일반음식점,화화 장전점,부산광역시 금정구 장전동 621-34,
일반음식점,주촌한우,부산광역시 금정구 장전동 385-58,
일반음식점,주식회사 장가원,부산광역시 금정구 남산동 99-26,
일반음식점,다래정식,부산광역시 금정구 부곡동 296-116 마동 112호,
일반음식점,달가,부산광역시 금정구 구서동 472-2,
일반음식점,구름다리,부산광역시 금정구 장전동 643-117,
일반음식점,피자토모,부산광역시 금정구 남산동 998-30,
일반음식점,순곱이네 부산대점,부산광역시 금정구 장전동 416-15,
일반음식점,비바시티(viva city),부산광역시 금정구 장전동 293-105,
일반음식점,"우연히,봄",부산광역시 금정구 남산동 101-9,
일반음식점,토박이왕족발,부산광역시 금정구 서동 119-32,051-531-4702
일반음식점,우정포차,부산광역시 금정구 서동 302-30,051-521-5537
일반음식점,킹스타장전점,부산광역시 금정구 장전동 153-3,051-516-3331
일반음식점,써브웨이(장전지하철역점),부산광역시 금정구 부곡동 223-56,
일반음식점,오공복이,부산광역시 금정구 장전동 422-41,
일반음식점,희야네 불고기,부산광역시 금정구 장전동 107-4,
일반음식점,카페 콩짱,부산광역시 금정구 구서동 731-3,051-582-0111
일반음식점,르꺼꺼닭,부산광역시 금정구 장전동 269-14,
일반음식점,Selec the table(셀렉더테이블),부산광역시 금정구 구서동 368,051-514-9258
일반음식점,파티앤파티별관,부산광역시 금정구 부곡동 225-58,
일반음식점,옛날통닭,부산광역시 금정구 서동 340-29,
일반음식점,정성한끼 김밥달인,부산광역시 금정구 구서동 1074,
일반음식점,처갓집양념통닭 구서점,부산광역시 금정구 구서동 742-35,051-582-7784
일반음식점,불막열삼범어사점,부산광역시 금정구 청룡동 30-6,
일반음식점,팔구칠야시장 부산외대점,부산광역시 금정구 남산동 989-1,
일반음식점,"진가원전주콩나물국밥, 묵사발온천점",부산광역시 금정구 부곡동 391-27 1층,051-580-7720
일반음식점,목구멍(구서동점),부산광역시 금정구 구서동 413-53,
일반음식점,푸드카페김밥천국 서동점,부산광역시 금정구 서동 196-69,051-526-3388
일반음식점,낭만연어 구서점,부산광역시 금정구 구서동 457-14,
일반음식점,톰스캐빈,부산광역시 금정구 장전동 418-22,
일반음식점,맛나! 꼼장어,부산광역시 금정구 구서동 461-20,
일반음식점,심,부산광역시 금정구 장전동 414-23,
일반음식점,로꼬타코,부산광역시 금정구 장전동 420-50,051-582-2289
일반음식점,금사장례식장 식당,부산광역시 금정구 금사동 118-5,
일반음식점,알통닭강정,부산광역시 금정구 서동 177-2,051-532-7277
일반음식점,자담치킨&호프,부산광역시 금정구 구서동 201-40,
일반음식점,라재카페,부산광역시 금정구 장전동 386-3,
일반음식점,민,부산광역시 금정구 구서동 415-42,
일반음식점,동네방네,부산광역시 금정구 서동 197-33,
일반음식점,석관동떡볶이 부산대점,부산광역시 금정구 장전동 419-27,
일반음식점,수제 맥주점,부산광역시 금정구 구서동 446-1,
일반음식점,미가과자점,부산광역시 금정구 부곡동 274-1,051-996-5124
일반음식점,오시게식당,부산광역시 금정구 부곡동 871-17,
일반음식점,대덕회센타,부산광역시 금정구 서동 194-7,
일반음식점,달토끼의 떡볶이 흡입구역,부산광역시 금정구 장전동 389-38,
일반음식점,밥씸,부산광역시 금정구 장전동 418-50,
일반음식점,멘야산다이메부산대점,부산광역시 금정구 장전동 413-56,051-515-4129
일반음식점,기장 산 곰장어,부산광역시 금정구 서동 205-6,051-532-9288
일반음식점,노가,부산광역시 금정구 구서동 413-11,
일반음식점,스시초,부산광역시 금정구 부곡동 392-5,
일반음식점,라브(LAV),부산광역시 금정구 구서동 246-51,
일반음식점,영준이횟집,부산광역시 금정구 남산동 101-1,
일반음식점,수 칼국수,부산광역시 금정구 서동 172-11,
일반음식점,갤러리 단(2),부산광역시 금정구 장전동 579-3 2층,
일반음식점,토모리,부산광역시 금정구 장전동 334-43,
일반음식점,수림식당,부산광역시 금정구 장전동 505-150,
일반음식점,응급실국물떡볶이(부산부곡점),부산광역시 금정구 부곡동 19-9 화송원룸 101호,051-927-0050
일반음식점,BHC치킨,부산광역시 금정구 남산동 45-24,051-516-8892
일반음식점,평양메밀냉면,부산광역시 금정구 장전동 109-1,
일반음식점,인생(人生)탕후루,부산광역시 금정구 장전동 643-306,
일반음식점,수,부산광역시 금정구 구서동 460-3,
일반음식점,홍춘천치즈닭갈비 부곡1점,부산광역시 금정구 부곡동 65-121,
일반음식점,계발바닭,부산광역시 금정구 장전동 422-23,
일반음식점,네오(NEO),부산광역시 금정구 장전동 414-23 108호,
일반음식점,산성마을,부산광역시 금정구 금성동 435-2,
일반음식점,경화식당,부산광역시 금정구 서동 190-10,
일반음식점,묵자,부산광역시 금정구 장전동 388-10,
일반음식점,회동산장,부산광역시 금정구 회동동 산 25-1,
일반음식점,리얼펍 장전래미안점,부산광역시 금정구 장전동 609-13,
일반음식점,파파정푸드,부산광역시 금정구 두구동 1641 금정체육공원,051-508-5050
일반음식점,VIET FOOD 베트남먹거리,부산광역시 금정구 장전동 643-117,
일반음식점,장보고회초장집,부산광역시 금정구 부곡동 866-44,
일반음식점,우리터닭집,부산광역시 금정구 장전동 423-22,
일반음식점,시어링앤스터프,부산광역시 금정구 장전동 423-22,
일반음식점,미소스시,부산광역시 금정구 구서동 420-3,
일반음식점,구포국수,부산광역시 금정구 장전동 157-14,
일반음식점,88함박스테이크,부산광역시 금정구 청룡동 30-1,
일반음식점,백석,부산광역시 금정구 장전동 416-30,
일반음식점,누들보쌈배달만족(금정점),부산광역시 금정구 부곡동 225-58,
일반음식점,리얼펍,부산광역시 금정구 장전동 609-13,
일반음식점,스시심,부산광역시 금정구 장전동 419-7,
일반음식점,비에이치씨(B.H.C)치킨 명륜점,부산광역시 금정구 부곡동 397-15,
일반음식점,차밭골식당,부산광역시 금정구 남산동 84-47,
일반음식점,수연,부산광역시 금정구 부곡동 215-7,
일반음식점,철마한우로스구이,부산광역시 금정구 구서동 414-39,
일반음식점,케이한우식육식당,부산광역시 금정구 구서동 203-5 스포케이,051-559-4092
일반음식점,행림병원장례식당,부산광역시 금정구 구서동 194-5 행림병원,
일반음식점,미림,부산광역시 금정구 부곡동 384-3,
일반음식점,또띠빠레,부산광역시 금정구 장전동 293-17,
일반음식점,미트락,부산광역시 금정구 장전동 157-1,
일반음식점,지앤지엔젤레스토랑,부산광역시 금정구 구서동 420-40 지앤지호텔,051-513-9123
일반음식점,정담숯불돼지갈비,부산광역시 금정구 장전동 646-59,051-582-9282
일반음식점,하늘동831,부산광역시 금정구 장전동 392-11,
일반음식점,The 바른식당,부산광역시 금정구 구서동 457-15 현대자동차정비,
일반음식점,창's 푸드,부산광역시 금정구 부곡동 242-22 부일사,
일반음식점,맛있는치킨,부산광역시 금정구 서동 141-246,
일반음식점,오늘의돈까스,부산광역시 금정구 구서동 460-3,
일반음식점,푸라닭,부산광역시 금정구 장전동 608-104,
일반음식점,엔터피자,부산광역시 금정구 부곡동 326-2,
일반음식점,경북식당,부산광역시 금정구 부곡동 889-33,
일반음식점,환이네,부산광역시 금정구 청룡동 30-1,
일반음식점,충만치킨 구서점,부산광역시 금정구 구서동 413-32,051-583-1933
일반음식점,청람돈까스,부산광역시 금정구 남산동 16-13,051-518-9298
일반음식점,1950할매손집밥(금정점),부산광역시 금정구 부곡동 226-17,
일반음식점,25디셈브리스,부산광역시 금정구 장전동 293-160,
일반음식점,핸지돈까스,부산광역시 금정구 구서동 158-3,
일반음식점,카페놀다,부산광역시 금정구 서동 302-1917,
일반음식점,순천식당,부산광역시 금정구 구서동 87-9 구서종합시장,
일반음식점,백년 돼지국밥,부산광역시 금정구 서동 207-9,
일반음식점,"시럽(See,Luv)",부산광역시 금정구 구서동 1012-3,
일반음식점,밤도깨비,부산광역시 금정구 서동 122-18,
일반음식점,불막열삼 두실7번역점,부산광역시 금정구 구서동 163-10,051-512-6635
일반음식점,에픽키친(Epic Kitchen),부산광역시 금정구 장전동 312-3,
일반음식점,한우&돼지식육식당,부산광역시 금정구 서동 177-6,
일반음식점,보이후드,부산광역시 금정구 장전동 415-12,
일반음식점,D 579,부산광역시 금정구 서동 302-1281,
일반음식점,육쾌함,부산광역시 금정구 구서동 457-15 현대자동차정비,
일반음식점,스시오블랙컨테이너,부산광역시 금정구 장전동 40 부산대학교,
일반음식점,테스투치네,부산광역시 금정구 장전동 422-52,
일반음식점,남산핏자,부산광역시 금정구 남산동 122-10 경동아파트,
일반음식점,윰테이블,부산광역시 금정구 부곡동 889-53,
일반음식점,유메노다이닝,부산광역시 금정구 구서동 446-18 혜광빌딩,
일반음식점,피자1번가(남산점),부산광역시 금정구 남산동 85-12,
일반음식점,깐풍집,부산광역시 금정구 장전동 145-22,
일반음식점,꽃길만걸어요,부산광역시 금정구 장전동 96-5,
일반음식점,더 산오징어,부산광역시 금정구 장전동 420-6,
일반음식점,테라스라운지,부산광역시 금정구 장전동 643-117 테라스파크,
일반음식점,돈오락 쪽갈비,부산광역시 금정구 구서동 192-23,051-518-9494
일반음식점,진짜배기,부산광역시 금정구 장전동 334-43,
일반음식점,원모어 바이트,부산광역시 금정구 장전동 364-17,
일반음식점,맥시칸치킨,부산광역시 금정구 장전동 298-18,
일반음식점,하와이 얌 부산대점,부산광역시 금정구 장전동 40 부산대학교(NC백화점) 2009호,
일반음식점,갈비가맛있다,부산광역시 금정구 구서동 467-5,
일반음식점,갈맛,부산광역시 금정구 구서동 467-5,
일반음식점,리앤쿡,부산광역시 금정구 구서동 463-25,
일반음식점,토흐(TOH),부산광역시 금정구 장전동 385-6,
일반음식점,강변본가 아구찜(구서점),부산광역시 금정구 구서동 182-1,
일반음식점,키친 인자한,부산광역시 금정구 장전동 221-10,
일반음식점,바래미,부산광역시 금정구 남산동 1000-9,
일반음식점,가리,부산광역시 금정구 부곡동 391-26,
일반음식점,유한 아프로테크,부산광역시 금정구 구서동 446-16,
일반음식점,정학산업 현장식당,부산광역시 금정구 부곡동 267-6,
일반음식점,안식당,부산광역시 금정구 장전동 420-43,
일반음식점,자담치킨 부곡점,부산광역시 금정구 부곡동 64-23 퀸즈더블유장전역,051-515-3337
일반음식점,프리블릭,부산광역시 금정구 장전동 387-15,
일반음식점,입안가득 수제왕돈까스,부산광역시 금정구 부곡동 386-6,051-513-7659
일반음식점,한옥마을김치찜(장전본점),부산광역시 금정구 장전동 622-8 천봉사,
일반음식점,샤브앤나베,부산광역시 금정구 장전동 194-1,051-515-4550
일반음식점,옹헤야불백,부산광역시 금정구 장전동 293-174,
일반음식점,유로코피자,부산광역시 금정구 남산동 131-16,051-514-8150
일반음식점,배달삼겹돼지되지 부산대점,부산광역시 금정구 장전동 194-1,
일반음식점,마음한줄,부산광역시 금정구 장전동 341-11,051-581-7080
일반음식점,파스토보이부산대점,부산광역시 금정구 장전동 194-1 105호,
일반음식점,고기밀면,부산광역시 금정구 장전동 651-62,
일반음식점,60계 부산구서점,부산광역시 금정구 구서동 458-5 청효빌라 101호,
일반음식점,프롬엘,부산광역시 금정구 남산동 27-25 청룡아파트,
일반음식점,사사야키 부산대점,부산광역시 금정구 장전동 422-41,
일반음식점,이가네3대왕족발,부산광역시 금정구 장전동 62-2,
일반음식점,단디식당,부산광역시 금정구 장전동 155-17 장성시장,051-583-5104
일반음식점,열두달키친,부산광역시 금정구 구서동 192-50,
일반음식점,박기모조방낙지,부산광역시 금정구 부곡동 273-26,
일반음식점,달콤한 시스터즈,부산광역시 금정구 구서동 413-11 대흥상가아파트,
일반음식점,동우 막썰어회,부산광역시 금정구 서동 302-1215 농수산물 직판장,
일반음식점,허클베리프렌드,부산광역시 금정구 장전동 96-5,
일반음식점,또또시골쌈밥,부산광역시 금정구 서동 314-42,
일반음식점,예담,부산광역시 금정구 청룡동 33-1 외 2필지,
일반음식점,땡초우동in포차,부산광역시 금정구 남산동 101-10,
일반음식점,만나컵스,부산광역시 금정구 장전동 146-18 성전미,
일반음식점,이모통닭,부산광역시 금정구 서동 302-1724,
일반음식점,수내닭꼬치,부산광역시 금정구 부곡동 886-9,070-7788-7328
일반음식점,88식당,부산광역시 금정구 서동 302-1233,051-525-8878
일반음식점,드랍더미트,부산광역시 금정구 장전동 145-17 드림고시텔,051-741-7890
일반음식점,카페라온제나,부산광역시 금정구 남산동 995-2,051-515-5857
일반음식점,시네마 파라다이스,부산광역시 금정구 부곡동 225-29,
일반음식점,신짜글이닭발,부산광역시 금정구 구서동 446-18 혜광빌딩,051-517-5987
일반음식점,손가네밥집,부산광역시 금정구 서동 118-7,051-528-8500
일반음식점,고향국수,부산광역시 금정구 남산동 20-36,
일반음식점,마린파스타 부산대점,부산광역시 금정구 장전동 424-21,
일반음식점,살아있네아구 구서점,부산광역시 금정구 구서동 1026-13 영남빌딩,051-907-2929
일반음식점,통일문화카페,부산광역시 금정구 남산동 987-51 부산교회,051-518-2164
일반음식점,본가,부산광역시 금정구 장전동 739 금정산2차쌍용예가아파트 212동 107호,
일반음식점,수중어초횟집,부산광역시 금정구 구서동 174-2,
일반음식점,메이(may),부산광역시 금정구 부곡동 23-6,
일반음식점,바우네 나주곰탕,부산광역시 금정구 부곡동 248-4,051-515-0845
일반음식점,카페커피엔스타,부산광역시 금정구 장전동 302-9 해자빌딩,051-758-1000
일반음식점,오뎅빠,부산광역시 금정구 부곡동 64-23 퀸즈더블유장전역,
일반음식점,노두가,부산광역시 금정구 장전동 155-13 화성빌라트,
일반음식점,부산가정식뷔페,부산광역시 금정구 회동동 444-14 무가빌딩,
일반음식점,깐풍집통닭 구서남산점,부산광역시 금정구 남산동 105-34,
일반음식점,벨라,부산광역시 금정구 구서동 415-118,
일반음식점,장보고수산,부산광역시 금정구 구서동 809-5,051-583-6200
일반음식점,큰손고기집,부산광역시 금정구 서동 213-5,
일반음식점,유식당,부산광역시 금정구 부곡동 394-13,
일반음식점,아리산,부산광역시 금정구 구서동 655-12,
일반음식점,미로포차,부산광역시 금정구 서동 386-3,051-524-4774
일반음식점,1994 떡쟁이's,부산광역시 금정구 남산동 998-30,
일반음식점,오 별난 멸치국수 장전점,부산광역시 금정구 부곡동 225-1,051-518-5878
일반음식점,불막열삼,부산광역시 금정구 구서동 461-15,
일반음식점,더썬치킨(범어사역점),부산광역시 금정구 남산동 21-8 나경위너스 101호,
일반음식점,만냥통닭장전점,부산광역시 금정구 장전동 155-1,
일반음식점,또래오래치킨 구서점,부산광역시 금정구 구서동 252-32 구서골드1상가 B102호,
일반음식점,(주)티원원 범어점,부산광역시 금정구 청룡동 230-1,
일반음식점,키즈몬,부산광역시 금정구 청룡동 57-16,
일반음식점,서동주막,부산광역시 금정구 서동 386-3,051-528-7933
일반음식점,이름없는 집..,부산광역시 금정구 서동 502-28,
일반음식점,신불떡볶이 구서점,부산광역시 금정구 구서동 458-5 청효빌라,
일반음식점,오에이치(OH),부산광역시 금정구 부곡동 223-82,
일반음식점,달인탕슈,부산광역시 금정구 남산동 483-5,
일반음식점,돈컷츠,부산광역시 금정구 서동 304-119,
일반음식점,준이네국수,부산광역시 금정구 남산동 27-50 성진빌라,
일반음식점,진짜배기 구서점,부산광역시 금정구 구서동 1018-20,
일반음식점,가마치통닭(남산점),부산광역시 금정구 남산동 116-31,
일반음식점,스튜디오시유공,부산광역시 금정구 장전동 302-20,
일반음식점,"최강떡볶이, 최강삼겹",부산광역시 금정구 장전동 414-23 네오스퀘어,051-518-0996
일반음식점,달영포차,부산광역시 금정구 서동 338-7,
일반음식점,권해우,부산광역시 금정구 부곡동 274-8,
일반음식점,술바다 부산대점,부산광역시 금정구 장전동 421-10,
일반음식점,왕대갈비,부산광역시 금정구 서동 520-290,
일반음식점,동경,부산광역시 금정구 부곡동 224-59,
일반음식점,미스터피자 부산외대점,부산광역시 금정구 남산동 993-24,051-514-0881
일반음식점,부산가정식부페,부산광역시 금정구 금사동 34-12,
일반음식점,미가참치,부산광역시 금정구 장전동 614-12,
일반음식점,오피움(OPIUM),부산광역시 금정구 장전동 609-13,
일반음식점,팔미엔 부곡점,부산광역시 금정구 부곡동 386-6,051-516-5422
일반음식점,레오,부산광역시 금정구 장전동 300-7 노트르탐빌 101호,
일반음식점,오늘김해뒷고기 부산대점,부산광역시 금정구 장전동 389-11,
일반음식점,고기한끼,부산광역시 금정구 부곡동 397-1,
일반음식점,오케이암소갈비살,부산광역시 금정구 남산동 112-2 천일로얄맨션,
일반음식점,LA갈비 황농목장,부산광역시 금정구 장전동 155-17 장성시장,
일반음식점,디프런트데이즈,부산광역시 금정구 장전동 293-84,
일반음식점,밥한끼,부산광역시 금정구 장전동 203-2,
일반음식점,동촌칼국수,부산광역시 금정구 남산동 961-14,
일반음식점,오키나와키친,부산광역시 금정구 장전동 293-106,
일반음식점,디디씨(DDC)치킨 장전점,부산광역시 금정구 장전동 293-138,
일반음식점,블루그로토,부산광역시 금정구 장전동 412-45,
일반음식점,미스터빠삭 부곡점,부산광역시 금정구 부곡동 304-1 부곡상가맨션,051-515-3618
일반음식점,밥맛나는세상 구서점,부산광역시 금정구 구서동 413-2 대보 드림채,
일반음식점,우설탕,부산광역시 금정구 서동 200-1,
일반음식점,BBQ 부산대학교점,부산광역시 금정구 장전동 416-3,
일반음식점,대박집,부산광역시 금정구 부곡동 239-2,051-583-1008
일반음식점,오빠막창(부산대점),부산광역시 금정구 부곡동 218-4,
일반음식점,청춘식당(오댕빠),부산광역시 금정구 서동 302-1277,
일반음식점,옥수관,부산광역시 금정구 구서동 469-1,
일반음식점,서동수타짬뽕,부산광역시 금정구 서동 218-1,
일반음식점,도시횟집,부산광역시 금정구 구서동 472-24,
일반음식점,티앤티7788,부산광역시 금정구 남산동 334-30,
일반음식점,술화당,부산광역시 금정구 장전동 390-16,
일반음식점,치앤쪽,부산광역시 금정구 서동 190-23,
일반음식점,삼환맛축산,부산광역시 금정구 구서동 158-31,
일반음식점,금정시골추어탕,부산광역시 금정구 구서동 1012-2,
일반음식점,부산가정식부페,부산광역시 금정구 회동동 552-1 브이원타워,
일반음식점,촨촨향,부산광역시 금정구 장전동 389-11,
일반음식점,한뚝배기 돼지국밥,부산광역시 금정구 서동 299-3,
일반음식점,이모네집,부산광역시 금정구 부곡동 391-15,
일반음식점,금정옥,부산광역시 금정구 구서동 1009-30,
일반음식점,베트남쌀국수,부산광역시 금정구 금사동 68-14,
일반음식점,포맨티코,부산광역시 금정구 장전동 293-196,
일반음식점,카와루(부산대점),부산광역시 금정구 부곡동 227-21,
일반음식점,치킨커플 부곡점,부산광역시 금정구 부곡동 888-29 라이프빌딩,051-581-7791
일반음식점,난마스시랑,부산광역시 금정구 장전동 391-1 까사 Ⅰ,
일반음식점,식물원김밥,부산광역시 금정구 장전동 619-7 유니스빌딩,
일반음식점,어서와미스터,부산광역시 금정구 남산동 952-1,051-583-9222
일반음식점,한우&오리,부산광역시 금정구 장전동 617-16 대원빌딩,
일반음식점,피자박(pizza 박),부산광역시 금정구 부곡동 396-30,051-582-9001
일반음식점,엄마야 한식,부산광역시 금정구 부곡동 225-19 금정빌딩,
일반음식점,요미,부산광역시 금정구 부곡동 889-4,
일반음식점,뚜스(Tu's),부산광역시 금정구 남산동 995-1,
일반음식점,스시마이우 부산대점,부산광역시 금정구 장전동 413-11,
일반음식점,텐동 코하루,부산광역시 금정구 장전동 422-21 동원상가,
일반음식점,명륜진사갈비 구서점,부산광역시 금정구 장전동 63-4,
일반음식점,찌개밥상,부산광역시 금정구 구서동 446-7,
일반음식점,보경이네집,부산광역시 금정구 서동 377-48,
일반음식점,한상가득,부산광역시 금정구 남산동 105-10,
일반음식점,홍두깨수타손칼국수,부산광역시 금정구 장전동 333-7,
일반음식점,파머쉬(pharmacy),부산광역시 금정구 장전동 296-24,
일반음식점,소소린주식회사,부산광역시 금정구 구서동 471-3,1544-1374
일반음식점,타이백스트릿,부산광역시 금정구 구서동 414-77,
일반음식점,승희이모네,부산광역시 금정구 부곡동 20-1 삼운빌딩,
일반음식점,유씨집,부산광역시 금정구 청룡동 517-11,051-508-4003
일반음식점,롯데컬처웍스(주)롯데시네마오투(부산대),부산광역시 금정구 부곡동 298-2,070-7496-3903
일반음식점,정상(JEONGSANG),부산광역시 금정구 장전동 414-9,
일반음식점,오에스27(OS 27),부산광역시 금정구 구서동 185-1 선경아파트,
일반음식점,하정아구찜,부산광역시 금정구 남산동 962-4 부경빌딩,
일반음식점,퀸즈,부산광역시 금정구 서동 302-31,
일반음식점,동백쉐프,부산광역시 금정구 서동 190-26,
일반음식점,불스떡볶이,부산광역시 금정구 장전동 387-19 미르원룸,
일반음식점,팔도실비집 부산대점,부산광역시 금정구 장전동 394-19,
일반음식점,시장족발,부산광역시 금정구 장전동 154-3,
일반음식점,명품손짜장,부산광역시 금정구 청룡동 44-11,
일반음식점,부영충무김밥,부산광역시 금정구 남산동 320-34,
일반음식점,오닭꼬치,부산광역시 금정구 장전동 135-6 금샘빌딩,
일반음식점,스푼필라프 부산대장전점,부산광역시 금정구 장전동 158-1,
일반음식점,포벨르,부산광역시 금정구 장전동 302-10,
일반음식점,남도들깨탕,부산광역시 금정구 구서동 86-26,
일반음식점,(주)인생에프엔비 루이팡 부산대점,부산광역시 금정구 장전동 312-20,
일반음식점,명인만두(부산남산점),부산광역시 금정구 남산동 124-9 신암빌,
일반음식점,계존맛탱,부산광역시 금정구 부곡동 391-31,
일반음식점,모리,부산광역시 금정구 남산동 96-19,
일반음식점,국가대표 109 무한리필 서동점,부산광역시 금정구 서동 171-13,
일반음식점,워너비푸드,부산광역시 금정구 부곡동 296-116 동원맨션,
일반음식점,새들상회,부산광역시 금정구 장전동 60-10,
일반음식점,칠성돌곱창,부산광역시 금정구 장전동 422-7,
일반음식점,약선먹거리분식,부산광역시 금정구 남산동 18-34,
일반음식점,내가진짜떡볶이다 부산대점,부산광역시 금정구 장전동 393-2 까치빌,051-581-8822
일반음식점,하이퐁분짜,부산광역시 금정구 서동 117-7,051-521-4679
일반음식점,샤브향 남산점,부산광역시 금정구 남산동 971-4,
일반음식점,에스지푸드,부산광역시 금정구 부곡동 792-68,051-517-1025
일반음식점,바사케,부산광역시 금정구 서동 177-7,
일반음식점,정희옥 스시,부산광역시 금정구 장전동 415-2 윤미빌딩,
일반음식점,애해야참치 금정점,부산광역시 금정구 부곡동 296-118,
일반음식점,릴리즈(release),부산광역시 금정구 장전동 146-20,
일반음식점,고집센그집 갈비탕,부산광역시 금정구 남산동 332-15,
일반음식점,포크앤나이프(R),부산광역시 금정구 서동 197-28,
일반음식점,The 돈까스,부산광역시 금정구 장전동 300-11,051-552-2727
일반음식점,밀양돼지국밥&감자탕,부산광역시 금정구 구서동 162-12,
일반음식점,구콤마구,부산광역시 금정구 장전동 423-10,
일반음식점,원래는 치킨집을 할려고 했었다,부산광역시 금정구 구서동 472-18,
일반음식점,스시카요,부산광역시 금정구 구서동 177-25 대원빌딩,070-7437-3048
일반음식점,토코시에,부산광역시 금정구 구서동 177-25 대원빌딩,070-7437-3048
일반음식점,청룡가든,부산광역시 금정구 청룡동 465-3,
일반음식점,애 부산대점,부산광역시 금정구 장전동 388-25,
일반음식점,기찰국수,부산광역시 금정구 부곡동 274-1,
일반음식점,미스터빠삭 금정구청점,부산광역시 금정구 부곡동 63-1,
일반음식점,꿀돼지 문현곱창,부산광역시 금정구 부곡동 872-3,
일반음식점,통큰노가리 온천장역점,부산광역시 금정구 부곡동 391-29,
일반음식점,카페아띠,부산광역시 금정구 부곡동 365-16,
